Protein IDs	173.1	173.2	173.3	173.4	173L.1	173L.2	173S.1	173S.2	173S.3	173S.4	178.1	178.2	178.3	178.4	178L.1	178L.2	178S.1	178S.2	178S.3	178S.4	275.1	275.2	275.3	275.4	275L.1	275L.2	275S.1	275S.2	275S.3	275S.4	282.1	282.2	282.3	282.4	288.1	288.2	288.3	288.4	575.1	575.2	575.3	575.4
LdBPK_040007900	15315000	17243000	13372000	0	13082000	13555000	17025000	0	13382000	14644000	12197000	0	12183000	0	0	9239900	13330000	11783000	0	14029000	0	13050000	11397000	13662000	0	11429000	10807000	0	0	12009000	0	12381000	0	12238000	11785000	12710000	0	0	12836000	14739000	14064000	15265000
LdBPK_040008500	0	29483000	0	0	23152000	0	0	0	0	28024000	23302000	0	0	0	0	0	0	35332000	0	0	0	0	28060000	33137000	0	0	0	30944000	0	36365000	0	0	21028000	0	22472000	0	0	0	0	20516000	21736000	0
LdBPK_040009300	67654000	159360000	79546000	66671000	130310000	147120000	135970000	111500000	117930000	84755000	79325000	148540000	110240000	95390000	105830000	89485000	115660000	151880000	131610000	160870000	127740000	114200000	102020000	120460000	86884000	109050000	124450000	153210000	166280000	180400000	95661000	99031000	116080000	110840000	87119000	99481000	69460000	104640000	122590000	103750000	99984000	83888000
LdBPK_040009600	234690000	188740000	146140000	229530000	183120000	257120000	236300000	311000000	260710000	228430000	183470000	140740000	200490000	211460000	144380000	151160000	317630000	288600000	286340000	338590000	254010000	216200000	246680000	208040000	167830000	226520000	344180000	263990000	318730000	374880000	212600000	169890000	191940000	151890000	203950000	148940000	211550000	153970000	173060000	167690000	191730000	195340000
LdBPK_040009700	132820000	156580000	130370000	137610000	154810000	131880000	104990000	137150000	150190000	144550000	124810000	131920000	121350000	151190000	133050000	133840000	102120000	142300000	169170000	134010000	124090000	141880000	165790000	161900000	121490000	203750000	110310000	156940000	138730000	166800000	111930000	129780000	152360000	146210000	130450000	157590000	145420000	141780000	170230000	231660000	128380000	164860000
LdBPK_040010100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040010700	136940000	179940000	142130000	119090000	127560000	86555000	156610000	565150000	204360000	192450000	171390000	127810000	149610000	119390000	91554000	50229000	169770000	281400000	298070000	390640000	46402000	180310000	105990000	116990000	97731000	154660000	216020000	475870000	247680000	191010000	113920000	121960000	171470000	154860000	136320000	187680000	108940000	149730000	179180000	99944000	155830000	166280000
LdBPK_040011000	79886000	33815000	104130000	103200000	122940000	112760000	54488000	75393000	63214000	81696000	143220000	78762000	130650000	110980000	87847000	74430000	76820000	65107000	39395000	129170000	73715000	124490000	103680000	71539000	58914000	117210000	75664000	34581000	88022000	121170000	91937000	70930000	82453000	86632000	115410000	172870000	142320000	115890000	95183000	144020000	119580000	152500000
LdBPK_040011100	0	0	21980000	0	0	0	0	0	23358000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20055000	0	0	0	19912000	0	14783000	0	0	0	23072000	0	0	0	0	0	0
LdBPK_040011300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17165000
LdBPK_040011700	27364000	0	0	0	20077000	22674000	45934000	0	0	21377000	0	27524000	0	48911000	30968000	34737000	28123000	0	0	0	25790000	25384000	0	34634000	35215000	22129000	31596000	0	0	0	0	57994000	36288000	0	0	0	0	0	39198000	0	32652000	0
LdBPK_040012200	97231000	62869000	119950000	136370000	78184000	82037000	164740000	63983000	85968000	80435000	101990000	48883000	101760000	186940000	107350000	83365000	88117000	81858000	165360000	95048000	85477000	84593000	95061000	95555000	153240000	76854000	90818000	49608000	145500000	72862000	137750000	101560000	142960000	139530000	108340000	87132000	135260000	91237000	169320000	116140000	146130000	77900000
LdBPK_040012300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040012500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29719000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040013400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60666000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040013600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2648100	0	0	0	0	0	0	0	0	0	0
LdBPK_040014000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6358400	0	0
LdBPK_040014100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8885500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040014300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040014500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12104000
LdBPK_040014600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9929600	0	0
LdBPK_040014800	58526000	92461000	54173000	40920000	46282000	66235000	38043000	37746000	56460000	65950000	55789000	89651000	68299000	70587000	51836000	45850000	56464000	49246000	49579000	54643000	55329000	70898000	49654000	55852000	38106000	0	39203000	60124000	45470000	56634000	59047000	40272000	54319000	56835000	48783000	57575000	44383000	52148000	47216000	44147000	52962000	75530000
LdBPK_040015000	129610000	146590000	130240000	104670000	112530000	121510000	119960000	105000000	79827000	107590000	115480000	151620000	99605000	126070000	142240000	114330000	126250000	70951000	145230000	161080000	179180000	122150000	112180000	87805000	155600000	153750000	166590000	173710000	109470000	111550000	165290000	135140000	114280000	119970000	136740000	130100000	170670000	118970000	136860000	124980000	156540000	156680000
LdBPK_040015400	101330000	124340000	105970000	89579000	83597000	120330000	48254000	106010000	100160000	92692000	115150000	94777000	74399000	95746000	94337000	83045000	112210000	87838000	84138000	88476000	60925000	107090000	73295000	115670000	74217000	89241000	85692000	110720000	105990000	101040000	102380000	85843000	81920000	100190000	117230000	127750000	91021000	108810000	141960000	89081000	130930000	115520000
LdBPK_040015500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8439400	0	0	0	0	0	0	0	0	7587100	13124000	0	0	0	0	0	12618000	0	0	0	0	0	0	0	0	0	0
LdBPK_040015800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_040017000	96884000	34013000	110940000	147740000	87267000	82046000	126660000	33376000	60270000	116000000	78255000	94416000	33573000	74732000	118420000	147830000	79844000	31524000	0	74477000	125240000	63530000	80941000	93899000	122870000	89531000	101250000	73790000	67165000	51652000	124590000	136560000	120200000	125340000	108390000	63091000	101630000	127590000	114810000	84197000	104200000	79548000
LdBPK_040017200	134680000	51616000	92488000	110150000	141640000	107470000	72912000	90501000	86072000	118690000	131750000	134000000	159160000	84139000	123950000	136870000	117030000	55222000	28578000	84749000	123050000	169400000	167880000	161720000	142320000	183920000	164320000	87963000	59228000	104730000	112920000	117700000	93708000	113940000	105390000	74725000	133200000	127920000	118370000	144560000	115200000	184890000
LdBPK_040017400	0	0	28242000	0	0	0	0	0	0	20304000	21510000	0	16759000	0	25532000	0	0	0	0	0	0	0	0	0	19667000	23326000	0	0	0	0	0	23633000	0	0	0	0	21922000	25240000	0	0	0	0
LdBPK_040017700	0	0	0	0	0	0	0	0	0	0	7080900	7729200	0	8314600	8680200	7042000	0	0	0	0	0	0	11038000	0	0	0	0	0	0	0	10648000	8498000	0	10041000	7397500	0	11260000	9672000	0	0	0	0
LdBPK_040017800	1154200000	933000000	1012100000	933360000	970190000	1037100000	827940000	1030000000	1060300000	967860000	1118500000	1216100000	1128100000	1203600000	1289100000	1050900000	1167000000	1029200000	1210100000	1439700000	1129400000	1313100000	1104900000	1305200000	1077800000	991350000	1469500000	992150000	1209500000	1025000000	1360700000	1247100000	1101600000	1204600000	1163900000	1020100000	1178500000	1176500000	1060000000	944520000	1257500000	1297700000
LdBPK_050005200	145530000	103420000	82242000	77272000	140480000	164840000	128460000	158050000	105360000	137390000	236520000	154930000	203150000	171250000	156950000	205180000	139300000	122180000	100360000	171940000	184090000	173460000	157730000	133230000	144520000	159920000	157910000	38172000	140930000	151140000	238480000	201510000	106910000	204780000	244520000	303230000	277580000	209370000	114160000	178760000	115050000	172390000
LdBPK_050005300	70637000	92289000	70570000	74186000	69486000	68717000	71806000	147330000	126490000	90455000	75035000	58768000	76729000	69224000	46732000	61181000	143420000	140030000	120800000	116990000	51497000	42313000	44299000	79771000	74200000	30526000	119580000	279200000	172110000	123600000	80834000	38825000	87008000	60953000	61313000	74892000	76169000	75483000	68371000	54180000	76152000	57091000
LdBPK_050005500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241300	0	0	0	0
LdBPK_050005600	10060000	0	0	12023000	15047000	0	0	0	13423000	18660000	12663000	0	12344000	10930000	11899000	9367600	19282000	0	0	0	10780000	12555000	14511000	10321000	9314300	0	28525000	0	0	0	15833000	24744000	0	14342000	10025000	0	13674000	9338000	8183400	13239000	7405700	0
LdBPK_050005800	32473000	33955000	26121000	20098000	22894000	24362000	31756000	41044000	26592000	25569000	39268000	34123000	26236000	30321000	31687000	20977000	45559000	48814000	0	40119000	33019000	32854000	39472000	48147000	41403000	25621000	48522000	47471000	0	58910000	39841000	25039000	40371000	37435000	28121000	34864000	33905000	0	44540000	29640000	46483000	46024000
LdBPK_050005900	332280000	516660000	372750000	366950000	342610000	387100000	456010000	548880000	511490000	383860000	509830000	507990000	621740000	511890000	506290000	494480000	620740000	561620000	682630000	719310000	387630000	405560000	359670000	446000000	437190000	362550000	407730000	377640000	543530000	543970000	594850000	460720000	589960000	635840000	546490000	570410000	624590000	600210000	565990000	539960000	655730000	444590000
LdBPK_050006300	108130000	31760000	86032000	115330000	154060000	101090000	37438000	34654000	48991000	94970000	122580000	68549000	151740000	102880000	120060000	139010000	67959000	0	52741000	24890000	53871000	69523000	71456000	101980000	93971000	119360000	24768000	24051000	33728000	57031000	67785000	141230000	57638000	100680000	129050000	188900000	154320000	151490000	115720000	129930000	99689000	126580000
LdBPK_050006700	13753000	0	17035000	15011000	15170000	20486000	0	0	0	0	22266000	16981000	21637000	25305000	19841000	16484000	21205000	0	0	9990300	0	0	17013000	12568000	15065000	14437000	0	0	0	6315800	19268000	22047000	19043000	24712000	23904000	23695000	24934000	25403000	19451000	19780000	19168000	25277000
LdBPK_050006800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050006900	17671000	0	0	0	15154000	0	0	0	0	0	13213000	0	26044000	11965000	24200000	15691000	0	0	0	0	0	0	0	0	10452000	0	0	0	0	0	21263000	17701000	11945000	14311000	36418000	52473000	32003000	40827000	24579000	30990000	19114000	17377000
LdBPK_050007600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3088000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6507700	0	0	0	0	0	0	0	0	0
LdBPK_050007700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8471000	0	0	0	0	0	0	0	0	0	0
LdBPK_050008100	13599000	0	9702200	7574100	16772000	12817000	10149000	8594900	8740300	12107000	26888000	20478000	0	12647000	9740300	11187000	23781000	15407000	22921000	19646000	11851000	8548700	0	6395500	4879900	7626700	0	11648000	0	9389800	15325000	13060000	8176400	11674000	21163000	20169000	30419000	17815000	12000000	14928000	10872000	15646000
LdBPK_050008400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6517500	0	0	0	0	0	0	0	0
LdBPK_050008500	480400000	467720000	505470000	781010000	524590000	547180000	781130000	421750000	793550000	700860000	878320000	689040000	833130000	844650000	723730000	499650000	1064600000	1128300000	1191700000	716240000	486880000	402940000	486510000	466810000	570910000	492440000	662580000	693610000	821920000	571450000	881500000	866900000	819550000	747170000	972180000	1010600000	1121000000	963020000	877800000	944590000	774010000	805640000
LdBPK_050008600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4004700	0	0	0	0	0	0	0	0	0	0
LdBPK_050008700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35313000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050008800	4284300000	3593500000	4044200000	4519500000	3524000000	3565400000	6803900000	10391000000	8811100000	6169100000	3526300000	4186000000	4048100000	4427300000	4485400000	4908000000	7524900000	6066000000	4328800000	9448100000	4983900000	4245500000	4406800000	5153900000	4557000000	3039400000	7138400000	6087800000	8130900000	7511400000	6298500000	4445700000	6576000000	5593700000	5674900000	4698600000	4795000000	6561200000	6415500000	4927700000	5447900000	5677000000
LdBPK_050008900	31490000	37370000	24134000	35284000	33745000	38210000	18245000	54399000	25672000	25436000	50138000	29120000	30188000	33838000	28568000	24614000	44861000	44249000	53171000	65697000	30909000	28110000	28950000	21644000	19228000	26544000	20224000	0	41559000	41733000	37052000	26843000	42935000	37266000	52453000	56736000	47602000	39334000	25463000	49559000	34538000	42494000
LdBPK_050009200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2656400	0	0	0	0	0	3091400	0	0	0
LdBPK_050009500	145700000	41616000	162820000	173230000	165730000	91664000	210800000	82399000	142250000	149460000	138110000	67069000	156770000	157110000	103350000	103480000	110640000	69548000	54105000	72930000	56267000	100910000	120280000	100420000	92226000	103140000	101030000	69473000	152520000	79180000	88945000	141660000	142560000	130940000	205210000	152250000	145370000	150500000	154790000	200730000	160390000	157110000
LdBPK_050009600	19268000	0	0	0	28799000	19543000	0	0	0	0	0	0	0	0	19863000	0	0	0	0	0	0	0	23177000	0	16645000	16753000	0	0	0	0	0	16859000	18687000	0	20213000	0	20527000	24777000	22861000	0	21747000	21470000
LdBPK_050009900	48680000	55756000	46063000	45394000	48277000	36742000	30829000	59679000	35830000	54454000	62150000	38676000	88179000	53662000	46251000	62647000	57000000	64287000	56894000	76626000	40001000	45893000	52780000	36949000	34500000	0	39976000	37816000	44676000	71462000	64245000	50525000	68536000	46732000	63794000	73072000	58193000	55913000	61898000	70585000	49786000	50585000
LdBPK_050010500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31367000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32334000	0	0	0	0	0	0	0	0
LdBPK_050010700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22702000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050010900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56379000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050011500	0	0	0	0	0	0	14774000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050011600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304600	0
LdBPK_050012500	0	0	0	15076000	0	17907000	13680000	0	0	19130000	22904000	23502000	0	0	0	23984000	0	21422000	0	23168000	22512000	16681000	20028000	14797000	13812000	16713000	27316000	0	0	16709000	25302000	25666000	27652000	30214000	0	26829000	0	34974000	28920000	22654000	26665000	29596000
LdBPK_050012900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8021400
LdBPK_050013000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5619200	0	0	0	0	0	0	0	0	0
LdBPK_050013100	0	0	0	0	4804300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4483400	3274800	0	0	0	0	0	0	8984400	0	0	0	0	0	0	0	0	0	0
LdBPK_050013300	0	0	0	0	11658000	11794000	0	0	0	0	9642400	0	15285000	0	11532000	0	0	0	0	0	0	0	0	0	4593000	5838400	0	0	0	0	10123000	0	0	0	14131000	20790000	15607000	11930000	0	17718000	0	0
LdBPK_050013400	288260000	101140000	290530000	346450000	290690000	279710000	511690000	170320000	236410000	242490000	220180000	339840000	220800000	446430000	532200000	538230000	159470000	175990000	172310000	360780000	297940000	287980000	205910000	237750000	328550000	287870000	279620000	0	191850000	239050000	708510000	546870000	727060000	494070000	449160000	435770000	575940000	510810000	515020000	482970000	433000000	591280000
LdBPK_050013600	24072000	30908000	29776000	37345000	28927000	0	24374000	0	33307000	25148000	22668000	28761000	39039000	21496000	34507000	31562000	0	27832000	0	0	24274000	26045000	25850000	39687000	32481000	13701000	27015000	43243000	33251000	26641000	33775000	27994000	49331000	27547000	43136000	21667000	47987000	26198000	36991000	29792000	22494000	0
LdBPK_050013700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3263300	0	0
LdBPK_050013900	30489000	62132000	34498000	33254000	37699000	47476000	42640000	81589000	28507000	38322000	37712000	34959000	27865000	36971000	38735000	36617000	28586000	26441000	0	35244000	40394000	30329000	44554000	35278000	22585000	37893000	27227000	0	0	64572000	31849000	36253000	26362000	26933000	34588000	33632000	39137000	40094000	39443000	40501000	36908000	31484000
LdBPK_050014000	0	0	0	0	0	0	0	18288000	0	16551000	19814000	12753000	12105000	12081000	0	0	15049000	0	0	0	15393000	0	15142000	15687000	11286000	9370400	14001000	0	25393000	0	0	17608000	0	0	19536000	13108000	14402000	18314000	16990000	12286000	0	17660000
LdBPK_050014100	23561000	20136000	17032000	16114000	16329000	20286000	27634000	28846000	29775000	35680000	24164000	15542000	17911000	24580000	16583000	17055000	64688000	28172000	45359000	165990000	30228000	28917000	21820000	17633000	48515000	26478000	120540000	26826000	185840000	37243000	33966000	38915000	52072000	34355000	34172000	33140000	48628000	32910000	19122000	18034000	18895000	0
LdBPK_050014500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2083300
LdBPK_050014600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050014700	375940000	401600000	430410000	394780000	402690000	423840000	337470000	320440000	318350000	319840000	545070000	528420000	644200000	635460000	575700000	543370000	503990000	475970000	504930000	546920000	473870000	427240000	457420000	480270000	426960000	375660000	307350000	231870000	438350000	403570000	681330000	585850000	688210000	826760000	960740000	966710000	1022100000	861050000	622930000	656830000	735930000	681000000
LdBPK_050015000	29494000	30814000	32204000	28775000	35490000	46628000	24434000	0	28611000	39663000	25445000	31442000	28168000	0	31909000	32109000	0	0	26171000	0	33503000	38141000	25607000	34760000	29212000	38961000	0	0	42572000	26345000	18858000	28328000	28145000	30108000	48038000	43822000	26740000	40711000	38211000	18827000	88856000	43686000
LdBPK_050015600	36912000	133620000	26329000	35020000	64059000	37928000	78993000	76904000	56951000	90785000	41982000	102980000	33520000	21279000	35965000	36764000	63806000	102310000	134580000	100080000	98505000	71422000	86018000	64655000	30394000	38205000	62981000	172060000	44729000	52800000	56173000	24884000	26342000	22121000	35349000	34693000	33725000	38385000	35399000	47796000	59741000	71833000
LdBPK_050015700	34419000	42002000	46273000	40743000	46834000	87131000	65293000	69797000	78754000	48192000	35432000	48828000	73965000	86244000	66246000	55281000	82523000	53819000	39395000	66275000	59722000	43358000	48663000	44799000	59463000	39707000	50116000	0	85519000	54776000	79422000	79968000	86735000	77956000	71130000	69893000	75886000	92725000	76142000	62720000	89652000	74065000
LdBPK_050015800	22770000	33140000	19814000	21050000	26889000	22706000	20438000	36154000	22442000	0	32259000	46208000	28442000	20026000	26566000	34774000	39793000	47535000	27642000	57427000	0	34597000	24576000	27914000	26356000	28986000	17365000	0	25803000	30999000	23597000	34090000	22056000	23531000	36720000	48658000	36387000	31121000	26478000	25440000	27744000	29019000
LdBPK_050015900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_050016000	60689000	65938000	31926000	56187000	81372000	65783000	100660000	127540000	98317000	99876000	99941000	71306000	60169000	71233000	63616000	60191000	122860000	99778000	134520000	172790000	65041000	74395000	63946000	60580000	51742000	71292000	146720000	92255000	122660000	214220000	64977000	64323000	62068000	53626000	60714000	67443000	66896000	67224000	70587000	101070000	57624000	83841000
LdBPK_050016200	24455000	0	31403000	23116000	38141000	23426000	49695000	0	32855000	49318000	36529000	41112000	21431000	35378000	30540000	35977000	39478000	34888000	0	47710000	22424000	30447000	26618000	22130000	23868000	63562000	45131000	0	47913000	26358000	30338000	39973000	33272000	35728000	31117000	31196000	33408000	34161000	32087000	36218000	31181000	41804000
LdBPK_050016500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4770100
LdBPK_050016600	61645000	89831000	43581000	72567000	78558000	47709000	78054000	128500000	91443000	88515000	88835000	47679000	54894000	57393000	44704000	48628000	93213000	63033000	79163000	87325000	54715000	46385000	50089000	49787000	38995000	57364000	60559000	45496000	57232000	92729000	54613000	59496000	46378000	46168000	80574000	64834000	76251000	59051000	43881000	80112000	49396000	61324000
LdBPK_050016800	0	0	8398900	0	0	0	5447900	0	0	0	0	0	0	0	5982600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10185000	8512800	0	0	0	0	11592000	0	0	0
LdBPK_050017200	201490000	276970000	233080000	218150000	175740000	265810000	151790000	165550000	199920000	169460000	240570000	236340000	231830000	215460000	193690000	251600000	167260000	170590000	208680000	113220000	224420000	157830000	209950000	266310000	143190000	163850000	133330000	209580000	190780000	164170000	268540000	232200000	291070000	262350000	239900000	263600000	250420000	273470000	252190000	234530000	322380000	273730000
LdBPK_050017300	24705000	24827000	28638000	25633000	26817000	32013000	22217000	27868000	16916000	23566000	49256000	27107000	27724000	28936000	27398000	26890000	23237000	0	37794000	27641000	23748000	23959000	26505000	25385000	23559000	21878000	16809000	0	21635000	17813000	35207000	30619000	42242000	30951000	42763000	30604000	46591000	51313000	30000000	26672000	32440000	29181000
LdBPK_050017400	22162000	17882000	0	0	0	0	23452000	22744000	19181000	0	0	19718000	0	0	0	19281000	0	0	0	30425000	22646000	0	13459000	0	20832000	21143000	30033000	0	0	0	0	52965000	15632000	0	0	0	0	24102000	0	0	0	0
LdBPK_060005000	391500000	883590000	779510000	495830000	481590000	599950000	1233300000	842200000	1014800000	908770000	476850000	533970000	535740000	492640000	532860000	560090000	1098500000	696180000	2323700000	978090000	625120000	688980000	617930000	904180000	401650000	759880000	1402600000	3637700000	1194500000	781720000	342890000	366680000	470780000	547560000	326380000	410830000	466910000	537330000	469410000	386740000	632900000	621140000
LdBPK_060005200	587880000	545430000	655850000	617800000	540830000	769640000	608290000	549700000	556210000	579110000	789280000	774550000	761490000	775910000	699300000	650250000	798210000	608290000	433860000	692540000	488800000	526620000	547610000	544110000	430530000	500570000	383320000	191460000	394220000	402710000	610060000	473530000	592820000	595000000	629880000	616010000	607880000	583350000	706720000	556550000	762810000	666100000
LdBPK_060006300	333950000	399540000	404600000	391690000	372110000	350650000	683300000	525690000	604250000	491910000	434030000	448360000	392880000	547580000	454920000	515670000	628770000	616560000	686960000	718920000	452820000	382240000	421230000	386240000	395420000	343060000	457630000	251860000	569260000	477490000	507470000	372160000	553750000	464790000	382260000	348870000	372570000	354940000	529570000	371050000	478820000	380890000
